站号,站名,省名,纬度,经度,海拔高度,平均气温,气温距平,同期对比,常年值,去年值
57399,麻城,湖北,31.1333,114.95,74.30,7,2,3,5,4
57401,射洪,四川,30.8667,105.3667,383.30,11,4,6,7,5
57402,蓬溪,四川,30.7667,105.70,394.50,11,4,6,7,5
57405,遂宁,四川,30.50,105.55,355,12,5,7,7,5
57407,乐至,四川,30.2833,105.0333,462.60,11,4,5,7,6
57408,安岳,四川,30.1167,105.35,338.40,11,4,6,7,5
57409,潼南,重庆,30.1833,105.80,297.70,11,3,5,8,6
57411,高坪,四川,30.7833,106.10,309.70,11,4,6,7,5
57413,渠县,四川,30.85,106.9667,295.10,10,3,4,7,6
57414,岳池,四川,30.5167,106.45,403.70,9,2,4,7,5
57415,广安,四川,30.5167,106.6333,394.50,9,2,4,7,5
57416,邻水,四川,30.3333,106.9333,391.50,9,2,4,7,5
57417,武胜,四川,30.35,106.2833,315.90,10,2,4,8,6
57420,大竹,四川,30.75,107.1833,418,9,3,4,6,5
57425,垫江,重庆,30.3333,107.3333,433.80,10,3,5,7,5
57426,梁平,重庆,30.6833,107.80,454.50,9,3,4,6,5
57431,天城,重庆,30.8333,108.35,257,10,3,4,7,6
57432,万州,重庆,30.7667,108.40,186.70,11,4,4,7,7
57437,忠县,重庆,30.30,108.0333,325.60,11,3,5,8,6
57438,石柱,重庆,29.9833,108.1167,632.30,10,4,6,6,4
57439,利川,湖北,30.2833,108.9333,1074.10,8,5,6,3,2
57445,建始,湖北,30.60,109.7167,609.20,7,2,3,5,4
57447,恩施,湖北,30.2833,109.4667,457.10,8,2,3,6,5
57453,夷陵区,湖北,30.7667,111.3167,115.20,8,32766,2,32766,6
57458,五峰,湖北,30.20,110.6667,619.90,6,2,3,4,3
57460,当阳,湖北,30.8167,111.7833,91.80,8,3,2,5,6
57461,宜昌,湖北,30.70,111.30,133.10,6,0,1,6,5
57462,三峡,湖北,30.8667,111.0833,139.90,8,32766,2,32766,6
57464,长阳,湖北,30.4667,111.1833,142.60,7,1,1,6,6
57465,宜都,湖北,30.3833,111.45,74.10,7,1,1,6,6
57466,枝江,湖北,30.4333,111.75,50,8,2,2,6,6
57469,松滋,湖北,30.1833,111.7667,69.50,8,2,2,6,6
57475,潜江,湖北,30.40,112.90,31.20,7,2,2,5,5
57476,荆州,湖北,30.35,112.15,31.80,7,2,2,5,5
57477,公安,湖北,30.0667,112.2167,38.40,8,2,2,6,6
57481,应城,湖北,30.95,113.5667,30.40,7,2,3,5,4
57482,孝感,湖北,30.90,113.95,25.50,7,2,3,5,4
57483,天门,湖北,30.6667,113.1333,31.90,8,3,3,5,5
57484,沙洋,湖北,30.44,112.33,57.20,7,32766,2,32766,5
57485,仙桃,湖北,30.30,113.4833,23.70,7,1,3,6,4
57486,汉川,湖北,30.65,113.85,25,7,2,3,5,4
57489,蔡甸,湖北,30.5833,114,38.40,7,1,3,6,4
57491,黄陂,湖北,30.8667,114.40,31.40,7,2,3,5,4
57492,新洲,湖北,30.8333,114.80,26.40,7,2,3,5,4
57493,江夏,湖北,30.35,114.3333,73.50,8,2,4,6,4
57494,武汉,湖北,30.60,114.05,23.60,7,1,3,6,4
57495,团风,湖北,30.6667,114.8833,28.10,7,32766,3,32766,4
57496,鄂州,湖北,30.3667,114.8667,31.30,8,2,4,6,4
57498,黄冈,湖北,30.4333,114.90,21.40,8,2,4,6,4
57499,大冶,湖北,30.0667,114.8833,40.30,8,2,4,6,4
57502,大足,重庆,29.70,105.70,394.70,11,4,5,7,6
57503,东兴区,四川,29.6167,105.1167,349.70,12,32766,6,32766,6
57505,荣昌,重庆,29.4167,105.5833,338,12,4,5,8,7
57506,永川,重庆,29.3667,105.90,353,11,3,4,8,7
57507,隆昌,四川,29.3333,105.30,373.40,12,4,5,8,7
57508,泸县,四川,29.15,105.3667,301,13,32766,7,32766,6
57509,万盛,重庆,28.95,106.9333,325.30,9,1,4,8,5
57510,铜梁,重庆,29.85,106.0667,326.30,10,2,4,8,6
57511,北碚,重庆,29.85,106.45,240.80,10,2,4,8,6
57512,合川,重庆,29.9667,106.2833,230.60,10,2,4,8,6
57513,渝北,重庆,29.7333,106.6167,464.70,9,2,4,7,5
57514,璧山,重庆,29.5833,106.2167,331.50,10,2,4,8,6
57516,沙坪坝,重庆,29.5833,106.4667,259.10,11,2,4,9,7
57517,江津,重庆,29.2833,106.25,261.40,11,2,4,9,7
57518,巴南,重庆,29.3333,106.50,506.10,8,-1,3,9,5
57519,南川,重庆,29.1667,107.1167,698.80,8,1,4,7,4
57520,长寿,重庆,29.8333,107.0667,377.60,10,2,4,8,6
57522,涪陵,重庆,29.7333,107.2667,372.80,10,2,4,8,6
57523,丰都,重庆,29.85,107.7333,290.50,11,3,4,8,7
57525,武隆,重庆,29.3167,107.75,277.90,10,3,4,7,6
57536,黔江,重庆,29.5333,108.7833,607.30,9,4,8,5,1
57537,彭水,重庆,29.30,108.1667,322.20,11,4,4,7,7
57540,咸丰,湖北,29.6833,109.15,776.90,7,3,5,4,2
57541,宣恩,湖北,30,109.4833,532.50,8,3,3,5,5
57543,鹤峰,湖北,29.90,110.0333,539.80,7,2,3,5,4
57544,龙山,湖南,29.4667,109.45,488.70,8,3,4,5,4
57545,来凤,湖北,29.5333,109.4167,502.80,8,3,4,5,4
57554,桑植,湖南,29.40,110.1667,322.20,8,3,4,5,4
57558,张家界,湖南,29.1333,110.4667,183.50,8,2,1,6,7
57562,石门,湖南,29.5833,111.3667,116.90,8,2,2,6,6
57564,慈利,湖南,29.4333,111.1333,103,9,3,2,6,7
57565,澧县,湖南,29.6667,111.7333,38.10,8,3,2,5,6
57566,临澧,湖南,29.45,111.65,51.50,8,3,2,5,6
57571,石首,湖北,29.70,112.40,35.70,8,2,3,6,5
57573,监利,湖北,29.8333,112.90,30,8,2,3,6,5
57574,南县,湖南,29.3667,112.40,36,8,2,2,6,6
57575,华容,湖南,29.5167,112.5667,31,8,2,2,6,6
57577,安乡,湖南,29.40,112.1667,36.90,8,2,2,6,6
57581,洪湖,湖北,29.8167,113.45,27.40,8,2,3,6,5
57582,赤壁,湖北,29.7167,113.8833,46.90,8,2,3,6,5
57583,嘉鱼,湖北,29.9167,113.9667,61.70,7,1,3,6,4
57584,岳阳,湖南,29.3833,113.0833,53,7,0,2,7,5
57585,临湘,湖南,29.4833,113.45,60.40,7,1,2,6,5
57586,崇阳,湖北,29.5333,114.0333,78.50,9,3,4,6,5
57589,通城,湖北,29.25,113.80,102.60,8,2,4,6,4
57590,咸宁,湖北,29.85,114.3667,98.80,8,2,4,6,4
57595,通山,湖北,29.60,114.50,76.10,8,2,4,6,4
57596,金沙,湖北,29.6333,114.20,751.40,3,32766,4,32766,-1
57598,修水,江西,29.0333,114.5833,146.80,9,3,3,6,6
57600,江安,四川,28.7167,105.0667,263,12,3,7,9,5
57603,合江,四川,28.8167,105.8333,283.40,11,2,4,9,7
57604,纳溪,四川,28.7833,105.3833,368.80,11,3,5,8,6
57605,古蔺,四川,28.0333,105.8167,537.70,11,3,6,8,5
57606,桐梓,贵州,28.1333,106.8333,972,9,4,5,5,4
57608,叙永,四川,28.1667,105.4333,377.50,11,2,5,9,6
57609,赤水,贵州,28.5833,105.70,317,11,2,4,9,7
57612,綦江,重庆,29,106.65,474.70,10,1,4,9,6
57614,习水,贵州,28.3333,106.2167,1180.20,6,3,5,3,1
57623,道真,贵州,28.8833,107.60,685.60,10,4,5,6,5
57625,正安,贵州,28.55,107.45,679.70,9,3,4,6,5
57633,酉阳,重庆,28.8167,108.7667,826.50,8,3,6,5,2
57634,务川,贵州,28.5167,107.8833,660.30,10,4,5,6,5
57635,秀山,重庆,28.45,108.9833,363.70,8,2,5,6,3
57636,沿河,贵州,28.5667,108.50,334.60,13,6,6,7,7
57637,德江,贵州,28.25,108.1167,523.10,11,5,7,6,4
57640,花垣,湖南,28.5833,109.45,341,9,3,4,6,5
57642,保靖,湖南,28.70,109.6333,325.30,8,2,3,6,5
57643,永顺,湖南,29,109.8333,268.20,9,4,3,5,6
57646,古丈,湖南,28.6167,109.95,302.10,8,3,3,5,5
57647,松桃,贵州,28.15,109.1833,406.10,10,4,5,6,5
57649,吉首,湖南,28.2333,109.6833,254.60,9,3,4,6,5
57655,沅陵,湖南,28.4667,110.40,151.60,9,3,3,6,6
57657,泸溪,湖南,28.2167,110.20,186,9,3,4,6,5
57658,辰溪,湖南,28.0167,110.20,152.80,9,2,5,7,4
57661,桃源,湖南,28.9167,111.4833,48.70,8,2,2,6,6
57662,常德,湖南,29.1167,111.6833,150.60,7,1,2,6,5
57663,汉寿,湖南,28.9167,111.95,31.90,8,2,2,6,6
57666,桃江,湖南,28.5167,112.1333,52.10,7,1,3,6,4
57669,安化,湖南,28.3833,111.2167,128.30,8,2,4,6,4
57671,沅江,湖南,28.85,112.3667,37,8,1,2,7,6
57673,湘阴,湖南,28.6833,112.8833,53.20,8,2,3,6,5
57674,赫山,湖南,28.5667,112.3833,46.30,8,1,3,7,5
57678,宁乡,湖南,28.25,112.55,74.70,8,2,3,6,5
57679,马坡岭,湖南,28.1167,112.7833,115,9,3,5,6,4
57680,汨罗,湖南,28.80,113.0667,46.70,8,1,4,7,4
57682,平江,湖南,28.7167,113.5667,106.30,9,3,4,6,5
57687,长沙,湖南,28.2167,112.9167,68,8,1,4,7,4
57688,浏阳,湖南,28.15,113.6333,101.10,10,3,5,7,5
57694,铜鼓,江西,28.5333,114.3833,259.80,10,4,4,6,6
57696,宜丰,江西,28.40,114.7833,91.70,13,7,6,6,7
57698,万载,江西,28.1167,114.45,98.40,12,6,6,6,6
57699,上高,江西,28.2333,114.9167,66.60,15,8,8,7,7
57707,毕节,贵州,27.30,105.2833,1510.60,7,4,5,3,2
57708,大方,贵州,27.15,105.60,1700,6,4,5,2,1
57710,仁怀,贵州,27.80,106.40,890.30,9,3,4,6,5
57712,汇川,贵州,27.7333,106.95,983.50,10,32766,6,32766,4
57714,金沙,贵州,27.4667,106.2333,942,10,5,5,5,5
57717,遵义县,贵州,27.5333,106.8333,974.10,10,5,6,5,4
57718,息烽,贵州,27.10,106.7333,1038.10,9,4,6,5,3
57719,开阳,贵州,27.0667,106.9667,1275.60,8,5,7,3,1
57720,绥阳,贵州,27.8833,107.1667,889.30,10,5,5,5,5
57722,湄潭,贵州,27.7667,107.4667,792.20,11,6,7,5,4
57723,凤冈,贵州,27.9833,107.7167,710.20,10,5,6,5,4
57728,瓮安,贵州,27.0667,107.4667,1096.70,10,6,8,4,2
57729,余庆,贵州,27.2333,107.8833,622.10,13,7,8,6,5
57731,思南,贵州,27.95,108.25,416.80,12,5,6,7,6
57732,印江,贵州,28.0167,108.40,456.50,11,5,6,6,5
57734,石阡,贵州,27.5667,108.2333,467.50,13,6,8,7,5
57735,岑巩,贵州,27.1833,108.8167,404.30,10,4,7,6,3
57736,江口,贵州,27.70,108.85,369.20,10,4,6,6,4
57737,施秉,贵州,27.0333,108.1167,547.30,13,7,9,6,4
57738,镇远,贵州,27.05,108.4167,516.30,11,5,7,6,4
57739,玉屏,贵州,27.2333,108.9167,394.80,10,4,7,6,3
57740,凤凰,湖南,27.95,109.60,349.60,9,3,6,6,3
57741,铜仁,贵州,27.7167,109.1833,282.70,9,2,5,7,4
57742,万山,贵州,27.5167,109.20,884.30,7,4,8,3,-1
57743,麻阳,湖南,27.8833,109.80,176.60,10,3,6,7,4
57744,新晃,湖南,27.3667,109.1667,355.50,10,4,7,6,3
57745,芷江,湖南,27.45,109.6833,272.20,9,3,5,6,4
57749,怀化,湖南,27.5667,110,257.80,9,32766,6,32766,3
57752,溆浦,湖南,27.9167,110.60,204,9,3,5,6,4
57754,洪江,湖南,27.35,110.15,170.90,9,2,5,7,4
57758,洞口,湖南,27.0667,110.5833,323.50,10,4,6,6,4
57760,冷水江,湖南,27.70,111.4333,249.20,8,2,4,6,4
57761,新化,湖南,27.75,111.30,211.90,8,2,4,6,4
57762,涟源,湖南,27.6833,111.70,165,9,3,4,6,5
57763,娄底,湖南,27.6833,112,205.80,9,2,5,7,4
57766,邵阳市,湖南,27.1833,111.45,311,10,4,6,6,4
57767,隆回,湖南,27.1333,111,308.40,10,4,6,6,4
57768,新邵,湖南,27.3167,111.45,242.50,10,4,5,6,5
57769,邵东,湖南,27.2333,111.7333,252.60,10,4,6,6,4
57771,韶山,湖南,27.9333,112.5333,88.30,8,2,3,6,5
57772,湘乡,湖南,27.75,112.50,86.90,9,3,4,6,5
57773,湘潭,湖南,27.8667,112.8167,63.80,8,1,3,7,5
57774,双峰,湖南,27.45,112.1667,100,10,4,5,6,5
57776,南岳,湖南,27.30,112.70,1265.90,7,5,11,2,-4
57777,衡山,湖南,27.2333,112.8667,63.30,10,3,5,7,5
57778,衡东,湖南,27.10,112.95,70.30,10,3,5,7,5
57779,攸县,湖南,27,113.35,102.50,10,3,5,7,5
57780,株洲,湖南,27.8667,113.1667,74.60,9,2,5,7,4
57781,醴陵,湖南,27.65,113.50,74.40,10,3,5,7,5
57783,上栗,江西,27.8833,113.8167,119.50,11,32766,6,32766,5
57786,萍乡,江西,27.6333,113.85,117.50,11,4,6,7,5
57789,莲花,江西,27.1333,113.95,194.50,13,6,7,7,6
57792,分宜,江西,27.8167,114.6833,93.70,15,8,9,7,6
57793,宜春,江西,27.80,114.3833,131.30,13,6,8,7,5
57794,芦溪,江西,27.6333,114.0167,177.20,11,32766,7,32766,4
57796,新余,江西,27.80,114.9333,82,16,9,11,7,5
57798,安福,江西,27.40,114.60,85.90,15,8,8,7,7
57799,吉安县,江西,27.05,114.9167,71.20,16,9,9,7,7
57800,纳雍,贵州,26.7667,105.3667,1457.10,8,4,5,4,3
57803,黔西,贵州,27.0333,106.0167,1231.40,9,5,5,4,4
57805,织金,贵州,26.6833,105.7667,1319.30,9,4,5,5,4
57806,安顺,贵州,26.25,105.90,1431.10,9,4,6,5,3
57807,六枝,贵州,26.20,105.4667,1361.90,10,5,6,5,4
57808,普定,贵州,26.3167,105.75,1274.50,10,4,5,6,5
57809,镇宁,贵州,26.0667,105.75,1251,11,5,6,6,5
57811,修文,贵州,26.8333,106.60,1296.70,9,5,7,4,2
57813,清镇,贵州,26.5667,106.4667,1261.90,9,4,6,5,3
57814,平坝,贵州,26.4167,106.2667,1298.20,9,4,5,5,4
57816,贵阳,贵州,26.5833,106.7333,1223.80,10,5,7,5,3
57818,长顺,贵州,26.0333,106.45,1140,11,5,6,6,5
57821,福泉,贵州,26.70,107.50,925,12,7,9,5,3
57822,黄平,贵州,26.90,107.90,835,12,7,9,5,3
57824,贵定,贵州,26.5833,107.2333,1001,11,6,8,5,3
57825,凯里,贵州,26.60,107.9833,720.30,13,7,9,6,4
57827,都匀,贵州,26.3167,107.5333,969.10,12,6,8,6,4
57828,麻江,贵州,26.50,107.5833,983.80,11,6,8,5,3
57829,丹寨,贵州,26.20,107.80,963.20,11,6,8,5,3
57832,三穗,贵州,26.9667,108.6667,626.90,11,6,9,5,2
57834,台江,贵州,26.6833,108.30,641.30,13,7,9,6,4
57835,剑河,贵州,26.7167,108.4333,527.20,14,7,10,7,4
57837,雷山,贵州,26.40,108.0667,839,12,6,8,6,4
57839,黎平,贵州,26.2333,109.15,568.80,13,8,9,5,4
57840,天柱,贵州,26.90,109.20,401.40,12,6,8,6,4
57841,靖州,湖南,26.5667,109.6667,320.30,13,7,9,6,4
57842,会同,湖南,26.8833,109.7167,281.40,12,6,8,6,4
57844,锦屏,贵州,26.6833,109.1833,343,13,7,8,6,5
57845,通道,湖南,26.1667,109.7833,397.50,15,9,10,6,5
57846,绥宁,湖南,26.5833,110.15,310.30,11,4,6,7,5
57851,新宁,湖南,26.4667,110.8333,346.10,12,5,8,7,4
57853,武冈,湖南,26.7333,110.6333,341,11,5,6,6,5
57857,城步,湖南,26.3667,110.3167,477.70,13,7,9,6,4
57859,资源,广西,26.0333,110.6333,408.40,13,6,8,7,5
57860,邵阳县,湖南,27,111.2833,283.30,10,4,6,6,4
57865,冷水滩,湖南,26.4667,111.5833,166.10,13,6,8,7,5
57866,永州,湖南,26.2333,111.6167,172.60,14,7,9,7,5
57867,东安,湖南,26.40,111.2833,169,13,6,8,7,5
57868,祁阳,湖南,26.60,111.8667,113.20,13,6,7,7,6
57870,祁东,湖南,26.80,112.10,151.60,11,4,6,7,5
57871,衡阳县,湖南,26.9833,112.3667,90.80,10,3,5,7,5
57872,衡阳,湖南,26.90,112.60,104.90,12,5,7,7,5
57874,常宁,湖南,26.4167,112.40,116.60,13,6,8,7,5
57875,衡南,湖南,26.75,112.6833,137,11,4,7,7,4
57876,耒阳,湖南,26.4333,112.8333,135,13,6,8,7,5
57881,安仁,湖南,26.7167,113.25,101.80,13,6,8,7,5
57882,茶陵,湖南,26.7833,113.55,136.20,14,7,9,7,5
57883,夏坪,江西,26.75,114.2833,253,15,8,8,7,7
57886,炎陵,湖南,26.4833,113.80,268.80,13,6,8,7,5
57887,永兴,湖南,26.1167,113.1167,167.60,15,8,10,7,5
57889,桂东,湖南,26.0833,113.95,835.90,14,8,5,6,9
57891,永新,江西,26.9333,114.25,153,15,8,8,7,7
57894,井冈山,江西,26.5833,114.1667,843,13,9,8,4,5
57895,万安,江西,26.4667,114.7833,101.60,19,11,12,8,7
57896,遂川,江西,26.3333,114.50,126.10,17,9,10,8,7
57899,泰和,江西,26.80,114.9167,71.40,18,10,11,8,7
57900,晴隆,贵州,25.8333,105.2167,1552.70,9,4,6,5,3
57902,兴仁,贵州,25.4333,105.1833,1378.50,10,4,4,6,6
57903,关岭,贵州,25.9333,105.60,1142,12,5,6,7,6
57905,贞丰,贵州,25.40,105.6333,1063.30,11,4,4,7,7
57906,望谟,贵州,25.1833,106.0833,566.80,13,2,1,11,12
57907,兴义,贵州,25.0833,104.90,1299.60,12,4,4,8,8
57908,安龙,贵州,25.1167,105.4833,1394.50,10,3,4,7,6
57909,册亨,贵州,24.9833,105.8167,584.80,14,3,3,11,11
57910,紫云,贵州,25.7667,106.0833,1197.60,10,4,5,6,5
57911,白云,贵州,26.6667,106.65,1323,9,5,7,4,2
57912,惠水,贵州,26.1333,106.6333,990.90,11,4,5,7,6
57913,龙里,贵州,26.45,106.9833,1093.70,11,6,7,5,4
57914,花溪,贵州,26.4167,106.6667,1149,11,6,7,5,4
57915,乌当,贵州,26.6333,106.7667,1104,11,6,7,5,4
57916,罗甸,贵州,25.4333,106.7667,440.30,13,2,1,11,12
57921,平塘,贵州,25.8333,107.3167,708.70,13,6,6,7,7
57922,独山,贵州,25.8333,107.55,1013.30,11,6,6,5,5
57923,三都,贵州,25.9833,107.8667,419,15,7,7,8,8
57926,荔波,贵州,25.4167,107.8833,428.70,14,5,5,9,9
57927,天峨,广西,24.9667,107.1833,287.30,15,3,3,12,12
57932,榕江,贵州,25.9667,108.5333,285.70,13,5,5,8,8
57936,从江,贵州,25.75,108.9167,258.10,15,7,7,8,8
57941,三江,广西,25.7833,109.60,197.30,15,7,8,8,7
57942,龙胜,广西,25.80,110,268,15,6,8,9,7
57947,融安,广西,25.2167,109.40,121.30,16,7,7,9,9
57948,融水,广西,25.0833,109.25,122.70,16,6,7,10,9
57949,永福,广西,24.9833,110,156.80,16,7,8,9,8
57954,临桂,广西,25.2333,110.1833,157.60,16,7,8,9,8
57955,兴安,广西,25.6167,110.6667,224,16,9,10,7,6
57956,灵川,广西,25.4167,110.3167,167.90,17,8,9,9,8
57957,桂林,广西,25.3167,110.30,164.40,17,8,9,9,8
57958,雁山,广西,25.0833,110.3167,151.30,16,7,8,9,8
57960,全州,广西,25.9333,111.0667,195.60,15,8,10,7,5
57962,双牌,湖南,25.9667,111.65,167.80,14,7,8,7,6
57964,灌阳,广西,25.50,111.15,263.10,16,9,10,7,6
57965,道县,湖南,25.5333,111.60,192.20,17,9,11,8,6
57966,宁远,湖南,25.60,111.9667,244.20,15,7,9,8,6
57969,江永,湖南,25.2667,111.3333,227.20,17,9,10,8,7
57971,新田,湖南,25.9167,112.20,224.20,15,8,9,7,6
57972,郴州,湖南,25.80,113.0333,184.90,16,9,13,7,3
57973,桂阳,湖南,25.75,112.7167,329.10,17,10,13,7,4
57974,嘉禾,湖南,25.5833,112.3667,214.50,17,10,11,7,6
57975,蓝山,湖南,25.3833,112.20,277,17,9,11,8,6
57976,宜章,湖南,25.4167,112.95,222.80,17,9,11,8,6
57978,临武,湖南,25.2833,112.55,292,17,10,11,7,6
57981,资兴,湖南,25.9833,113.2167,139.30,16,9,11,7,5
57985,汝城,湖南,25.5667,113.6833,609.80,15,8,9,7,6
57988,乐昌,广东,25.15,113.35,102.60,17,7,8,10,9
57989,仁化,广东,25.0667,113.7667,112.70,16,6,5,10,11
57990,崇义,江西,25.70,114.30,246.90,16,8,7,8,9
57991,上犹,江西,25.80,114.55,140.20,17,9,8,8,9
57992,南康,江西,25.6667,114.75,127,17,9,8,8,9
57993,赣县,江西,25.8667,115,137.50,17,8,8,9,9
57994,大余,江西,25.40,114.35,215.60,16,8,7,8,9
57995,信丰,江西,25.40,114.9333,164.20,18,9,8,9,10
57996,南雄,广东,25.0833,114.25,149.70,17,7,6,10,11
58001,睢县,河南,34.4333,115.10,56.30,2,1,1,1,1
58002,曹县,山东,34.85,115.5833,49,2,1,1,1,1
58003,成武,山东,34.95,115.8833,45.40,2,1,0,1,2
58004,民权,河南,34.65,115.15,60.60,2,1,1,1,1
58005,商丘,河南,34.45,115.6667,50.10,2,1,0,1,2
58006,虞城,河南,34.3833,115.8833,46.30,2,1,0,1,2
58007,柘城,河南,34.0667,115.30,47.20,3,2,0,1,3
58008,宁陵,河南,34.4667,115.3333,54.40,2,1,1,1,1
58011,单县,山东,34.80,116.0667,46.20,2,1,0,1,2
58012,丰县,江苏,34.6833,116.5833,40.10,2,1,0,1,2
58013,沛县,江苏,34.75,116.90,36.50,2,1,0,1,2
58015,砀山,安徽,34.45,116.3333,44.20,2,1,1,1,1
58016,萧县,安徽,34.1833,116.9667,34.70,3,2,1,1,2
58017,夏邑,河南,34.25,116.1333,41,2,1,0,1,2
58020,微山,山东,34.80,117.1333,35.10,3,2,0,1,3
58021,薛城,山东,34.7833,117.2833,80.50,2,0,0,2,2
58022,峄城,山东,34.75,117.5667,48.30,3,2,1,1,2
58024,枣庄,山东,34.8667,117.5833,77.70,3,2,1,1,2
58025,台儿庄,山东,34.5667,117.7333,27.60,3,2,2,1,1
58026,邳州,江苏,34.40,118.0167,25.50,4,3,2,1,2
58027,徐州,江苏,34.2833,117.15,41.20,3,2,1,1,2
58030,苍山,山东,34.85,118.0667,45.90,3,3,2,0,1
58032,临沭,山东,34.9333,118.65,70.10,2,2,1,0,1
58034,郯城,山东,34.60,118.3167,36.20,3,2,1,1,2
58035,新沂,江苏,34.3333,118.35,29.30,3,2,1,1,2
58036,东海,江苏,34.5167,118.7333,34.70,2,1,1,1,1
58038,沭阳,江苏,34.0833,118.7833,10.40,4,3,2,1,2
58040,赣榆,江苏,34.85,119.1333,5.30,3,3,1,0,2
58041,西连岛,江苏,34.7833,119.4333,26.90,3,1,1,2,2
58044,连云港,江苏,34.5333,119.2333,4.70,3,2,1,1,2
58045,响水,江苏,34.20,119.60,4.80,4,3,2,1,2
58047,灌云,江苏,34.25,119.2333,4.80,4,3,1,1,3
58048,灌南,江苏,34.1167,119.35,4.20,4,3,2,1,2
58049,滨海,江苏,34.0167,119.80,4.10,4,3,2,1,2
58100,郸城,河南,33.65,115.1667,41.40,3,1,1,2,2
58101,鹿邑,河南,33.8667,115.4833,41.30,3,2,1,1,2
58102,亳州,安徽,33.8667,115.7667,37.70,3,1,1,2,2
58104,沈丘,河南,33.40,115.0667,41.20,3,1,1,2,2
58107,临泉,安徽,33.0167,115.2833,35.80,4,1,2,3,2
58108,界首,安徽,33.2333,115.3333,34,3,0,1,3,2
58109,太和,安徽,33.1833,115.6167,33,3,0,1,3,2
58111,永城,河南,33.9667,116.45,32.50,3,2,1,1,2
58112,天柱山,安徽,30.7333,116.45,968.20,7,32766,7,32766,0
58113,濉溪,安徽,33.9333,116.75,31.60,3,32766,1,32766,2
58114,涡阳,安徽,33.4833,116.1833,30.40,3,1,0,2,3
58116,淮北,安徽,33.9833,116.8333,31.50,3,0,1,3,2
58117,利辛,安徽,33.1333,116.20,27.90,4,2,2,2,2
58118,蒙城,安徽,33.2667,116.5167,26,4,1,2,3,2
58122,宿州,安徽,33.6333,116.9833,25.90,4,2,1,2,3
58125,灵璧,安徽,33.55,117.55,23.90,4,2,2,2,2
58126,泗县,安徽,33.4667,117.8667,19.50,5,3,3,2,2
58127,怀远,安徽,32.9833,117.20,21.20,4,1,2,3,2
58128,固镇,安徽,33.3333,117.35,21,4,2,2,2,2
58129,五河,安徽,33.15,117.8333,14.90,4,2,2,2,2
58130,睢宁,江苏,33.9333,117.95,23.80,4,3,2,1,2
58131,宿豫,江苏,33.9833,118.2667,27.80,4,3,3,1,1
58132,泗阳,江苏,33.7167,118.6833,14.50,4,2,2,2,2
58135,泗洪,江苏,33.4833,118.2167,16.90,5,3,3,2,2
58138,盱眙,江苏,32.9833,118.5167,40.80,5,3,2,2,3
58139,洪泽,江苏,33.30,118.9167,10.60,5,3,2,2,3
58140,涟水,江苏,33.7667,119.30,9.10,5,3,2,2,3
58141,淮安,江苏,33.6333,118.9333,12.50,5,3,2,2,3
58143,阜宁,江苏,33.80,119.85,4.80,4,2,1,2,3
58145,楚州,江苏,33.50,119.15,7.40,5,3,2,2,3
58146,建湖,江苏,33.4667,119.7667,3,5,3,2,2,3
58147,金湖,江苏,32.9833,118.9667,24.20,5,3,2,2,3
58148,宝应,江苏,33.2333,119.30,4.30,5,3,2,2,3
58150,射阳,江苏,33.7667,120.25,2,5,3,2,2,3
58154,盐城,江苏,33.4333,120.20,2.50,6,4,3,2,3
58158,大丰,江苏,33.20,120.4833,3.10,7,5,4,2,3
58202,阜南,安徽,32.6333,115.5833,31.70,4,1,2,3,2
58203,阜阳,安徽,32.8667,115.7333,32.70,4,1,2,3,2
58205,淮滨,河南,32.4667,115.4333,34.90,4,1,2,3,2
58207,潢川,河南,32.1667,115.05,42.80,4,0,2,4,2
58208,固始,河南,32.1667,115.6167,42.90,5,1,3,4,2
58210,颍上,安徽,32.65,116.2333,25.20,4,1,2,3,2
58212,凤台,安徽,32.7167,116.7333,22,4,1,1,3,3
58214,霍邱,安徽,32.3333,116.2833,32.90,5,1,3,4,2
58215,寿县,安徽,32.4333,116.7833,25.70,5,2,2,3,3
58220,长丰,安徽,32.4667,117.15,28.10,5,2,2,3,3
58221,蚌埠,安徽,32.85,117.30,26.80,5,2,3,3,2
58222,凤阳,安徽,32.85,117.55,24.60,5,3,3,2,2
58223,明光,安徽,32.80,117.9833,31.40,5,2,3,3,2
58224,淮南,安徽,32.65,117.0167,32.60,4,0,1,4,3
58225,定远,安徽,32.5333,117.6667,69.60,5,2,3,3,2
58230,全椒,安徽,32.1167,118.2833,26.50,7,3,3,4,4
58234,来安,安徽,32.4667,118.4167,40.40,6,3,3,3,3
58235,六合,江苏,32.3667,118.85,10.40,6,3,2,3,4
58236,滁州,安徽,32.35,118.25,33.50,6,2,3,4,3
58237,浦口,江苏,32.0667,118.5833,46.60,7,4,3,3,4
58238,南京,江苏,31.9333,118.90,35.20,8,5,4,3,4
58240,天长,安徽,32.6833,119.0167,21.30,5,2,2,3,3
58241,高邮,江苏,32.80,119.45,5.40,6,3,2,3,4
58242,仪征,江苏,32.30,119.1667,22.50,6,3,2,3,4
58243,兴化,江苏,32.95,119.8167,3,6,3,3,3,3
58244,江都,江苏,32.45,119.5833,5.20,6,3,3,3,3
58245,扬州,江苏,32.4167,119.4167,9.90,6,3,3,3,3
58246,泰州,江苏,32.55,120,2.60,6,3,3,3,3
